Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
1.7102676219004818,0.8458513284583028,-0.02766057397442733,-3.757806564877917e-33,-0.014347847811953564,-0.05874924939581207,2.701992666197556e-32
1.7179823538636991,0.84573940288157,-0.028109166667249552,-3.548743786333725e-33,-0.014668017183983048,-0.05754293997583496,2.7176828782916247e-32
1.7256877669936694,0.845625151751882,-0.028547861821578452,-3.338761528240946e-33,-0.014986527796998434,-0.05632099662999479,2.7324135243380726e-32
1.7333822642130994,0.845508618850263,-0.02897647580263433,-3.127980198865676e-33,-0.015303151781960077,-0.05508420497437075,2.7461854021009286e-32
1.7410644905689938,0.8453898473953234,-0.029394850477740805,-2.916513788812718e-33,-0.015617669956691463,-0.05383332202438027,2.7590008627569783e-32
1.748733331688696,0.845268879666696,-0.029802851786211074,-2.704469590616047e-33,-0.015929872133135826,-0.05256907278293125,2.770863640294252e-32
1.7563879011534596,0.8451457568117444,-0.030200367684043043,-2.491948264930765e-33,-0.016239556905057843,-0.05129214895454155,2.7817786667878885e-32
1.7640275261178906,0.8450205187067116,-0.030587306036501644,-2.279044000228319e-33,-0.016546531307616383,-0.05000320834801637,2.791751895146786e-32
1.7716517303516657,0.8448932038908844,-0.030963592443438933,-2.0658447874048895e-33,-0.01685061032179742,-0.04870287511479645,2.800790130326535e-32
1.779260211981682,0.8447638496265666,-0.03132916790070124,-1.852432884009321e-33,-0.017151616126158627,-0.04739174130594055,2.808900868750134e-32
1.7868528271741024,0.8446324919000889,-0.03168398687293444,-1.6388851504786157e-33,-0.017449377553596043,-0.046070367820390125,2.8160921605161624e-32
1.7944295696288541,0.8444991655310349,-0.03202801527811285,-1.4252735368122286e-33,-0.017743729354897205,-0.04473928643302296,2.822372481732608e-32
1.8019905551383342,0.844363904231269,-0.03236122883130774,-1.2116654560224144e-33,-0.018034511641569242,-0.043399001276811365,2.827750626485224e-32
1.8095359993075608,0.8442267408210734,-0.03268361120616151,-9.981243755148093e-34,-0.01832156905186392,-0.04204999183354925,2.832235607830819e-32
1.8170662046249333,0.8440877073143596,-0.03299515274300217,-7.847101656719177e-34,-0.018604750273855598,-0.04069271454928106,2.8358365800818577e-32
1.8245815487264765,0.8439468350075922,-0.033295849299195414,-5.71479430855251e-34,-0.018883907604422046,-0.039327604440818016,2.838562772121777e-32
1.8320824646196174,0.8438041547465223,-0.03358570088341551,-3.584860822175603e-34,-0.019158896210250617,-0.03795507835914884,2.8404234288976997e-32
1.8395694354998084,0.8436596969456776,-0.03386471098234775,-1.4578150732546047e-34,-0.019429573938482787,-0.03657553577852185,2.8414277690869565e-32
1.8470429829496433,0.8435134917497743,-0.034132885695661794,6.658506468044294e-35,-0.019695800881890137,-0.035189360909590434,2.841584947867201e-32
1.854503659098946,0.8433655691378992,-0.03439023310268807,2.7856630437581557e-34,-0.01995743909574507,-0.033796924200607946,2.8409040283365e-32
1.8619520390979272,0.8432159590362136,-0.03463676270591547,4.9011652806415015e-34,-0.02021435233158461,-0.032398583867749124,2.839393959240195e-32
1.869388707624914,0.8430646915665709,-0.03487248475497643,7.011912718539354e-34,-0.02046640557999383,-0.03099468862995019,2.8370635609276533e-32
1.876814269258869,0.8429117968228839,-0.035097410393636466,9.117475419003941e-34,-0.020713465436004237,-0.029585576003204907,2.833921509702734e-32
1.8842293313396041,0.8427573052101565,-0.03531155094778498,1.1217432826476542e-33,-0.020955399525188233,-0.028171575807178627,2.8299763323000746e-32
1.8916344997266497,0.8426012475366029,-0.03551491770777785,1.3311372122389438e-33,-0.021192076394431138,-0.026753011300041016,2.825236403337409e-32
1.8990303843861165,0.8424436549019418,-0.03570752200055828,1.5398889364433204e-33,-0.021423365717782836,-0.02533019844151114,2.819709938226949e-32
1.9064175929993012,0.8422845588379766,-0.035889374932458085,1.74795872399409e-33,-0.02164913811165456,-0.023903447447943378,2.8134049939246545e-32
1.9137967235743294,0.8421239914804494,-0.03606048716887702,1.955307256561679e-33,-0.021869264943022628,-0.022473064570021,2.8063294752888183e-32
1.9211683686997563,0.8419619854938215,-0.03622086902717484,2.1618957086664853e-33,-0.02208361850195844,-0.02103935162767156,2.798491133532638e-32
1.9285331140570572,0.8417985741185926,-0.03637053042530974,2.3676856667463373e-33,-0.022292071993059652,-0.019602606643351644,2.789897569382291e-32
1.935891532018423,0.8416337913312169,-0.03650948075866799,2.5726389134382867e-33,-0.022494499399022875,-0.018163125437151734,2.780556244012817e-32
